t_s,Px_mm,Py_mm,Pz_mm,b1_mm,b2_mm,b3_mm,b1_mm_s,b2_mm_s,b3_mm_s,b1_mm_s2,b2_mm_s2,b3_mm_s2,thetaC1_deg,thetaD1_deg,thetaC2_deg,thetaD2_deg,thetaC3_deg,thetaD3_deg
0.0,60.0,0.0,-0.0,160.0,100.0,100.0,0.0,10.0,-1.0,-1.6666666666666665,0.0,0.0,59.99999999999999,-59.99999999999999,51.31781254651055,-51.31781254651055,51.31781254651055,-51.31781254651055
0.09424777960769379,59.992597948899636,0.9424390387092403,-0.09424777960769379,159.99259794889963,100.94243903870924,99.9057522203923,-0.15707317311820673,9.998766324816605,-1.0,-1.666461054136101,-0.026178862186367783,0.0,59.84760175871648,-59.89242574029589,51.300941686187585,-51.3369425732712,51.49871448137924,-51.13872158757507
0.18849555921538758,59.9703936219439,1.884645544687697,-0.18849555921538758,159.9703936219439,101.8846455446877,99.81150444078462,-0.31410759078128286,9.995065603657316,-1.0,-1.6658442672762193,-0.052351265130213806,0.0,59.69523382682236,-59.78453257325159,51.28632694411937,-51.35833404087378,51.68140588771112,-50.96146273921347
0.28274333882308134,59.9333924977182,2.826387042578559,-0.28274333882308134,159.93339249771822,102.82638704257856,99.71725666117692,-0.4710645070964265,9.9888987496197,-1.0,-1.6648164582699498,-0.07851075118273775,0.0,59.54292503348713,-59.67635363551043,51.2739644984087,-51.38198845043578,51.86586488643742,-50.786056771146775
0.37699111843077515,59.88160370569629,3.7674311717588016,-0.37699111843077515,159.8816037056963,103.7674311717588,99.62300888156922,-0.6279051952931336,9.980267284282716,-1.0,-1.6633778807137858,-0.10465086588218893,0.0,59.39070430327587,-59.56792225791231,51.2638497540654,-51.40790653083552,52.05206921926031,-50.61252409322675
0.47123889803846897,59.81504002398768,4.707545743670696,-0.47123889803846897,159.81504002398768,104.70754574367069,99.52876110196154,-0.7845909572784494,9.969173337331279,-1.0,-1.6615288895552132,-0.13076515954640822,0.0,59.23860065367195,-59.45927195779824,51.25597734418267,-51.43608824031287,52.239996244160615,-50.4408847606275
0.5654866776461627,59.7337178761848,5.646498799110858,-0.5654866776461627,159.7337178761848,105.64649879911086,99.43451332235384,-0.941083133185143,9.9556196460308,-1.0,-1.6592699410051333,-0.15684718886419047,0.0,59.08664319240604,-59.35043643127135,51.25034113166735,-51.466532768620475,52.4296229310422,-50.27115847917852
0.6597344572538565,59.637657327310784,6.584058665462715,-0.6597344572538565,159.6376573273108,106.58405866546272,99.34026554274614,-1.0973431109104526,9.939609554551797,-1.0,-1.6566015924252995,-0.1828905184850754,0.0,58.93486111458699,-59.24144954541016,51.246934211520006,-51.49923853972056,52.62092585751122,-50.103364610838874
0.7539822368615503,59.526882078868674,7.519994013858254,-0.7539822368615503,159.52688207886868,107.51999401385825,99.24601776313845,-1.2533323356430424,9.921147013144779,-1.0,-1.6535245021907963,-0.2088887226071737,0.0,58.7832836996303,-59.132345330429935,51.245748913661515,-51.534203215022856,52.81388120478829,-49.93752217931246
0.8482300164692441,59.40141946299345,8.45407391625496,-0.8482300164692441,159.40141946299346,108.45407391625496,99.15176998353076,-1.4090123193758264,9.900236577165575,-1.0,-1.6500394295275957,-0.23483538656263772,0.0,58.63194030798054,-59.02315797178759,51.24677680630028,-51.57142369715661,53.008464753751824,-49.773649875803414
0.9424777960769379,59.261300435708264,9.386067902413853,-0.9424777960769379,159.26130043570828,109.38606790241386,99.05752220392306,-1.5643446504023086,9.876883405951379,-1.0,-1.6461472343252295,-0.26072410840038474,0.0,58.48086037762323,-58.91392180222611,51.25000869983443,-51.6108961342701,53.20465188110944,-49.61176606491093
1.0367255756846316,59.10655956928644,10.31574601676457,-1.0367255756846316,159.10655956928645,110.31574601676456,98.96327442431537,-1.7192910027940949,9.85109326154774,-1.0,-1.6418488769246231,-0.2865485004656825,0.0,58.330073420383016,-58.80467129375339,51.25543465128164,-51.65261592484887,53.40241755569557,-49.45188879066241
1.1309733552923253,58.93723504372132,11.242878875143475,-1.1309733552923253,158.93723504372133,111.24287887514348,98.86902664470767,-1.8738131458572458,9.822872507286887,-1.0,-1.6371454178811478,-0.3123021909762076,0.0,58.17960901800413,-58.695441049551086,51.263043969228555,-51.69657772304397,53.60173633489193,-49.294035782683444
1.2252211349000193,58.75336863730595,12.167237721390748,-1.2252211349000193,158.75336863730595,112.16723772139075,98.77477886509998,-2.0278729535651245,9.792228106217657,-1.0,-1.6320380177029428,-0.3379788255941874,0.0,58.029496818009974,-58.58626579580877,51.272825219290894,-51.742775444499756,53.802582361168156,-49.13822446250306
1.319468914507713,58.55500571632484,13.088594483792551,-1.319468914507713,158.55500571632484,113.08859448379255,98.68053108549229,-2.181432413965425,9.759167619387474,-1.0,-1.6265279365645788,-0.3635720689942375,0.0,57.879766529338156,-58.4771803734783,51.2847662300745,-51.79120227267041,54.00492935873912,-48.9844719499922
1.413716694115407,58.34219522386059,14.006721831354323,-1.413716694115407,158.34219522386059,114.00672183135433,98.58628330588459,-2.334453638559054,9.723699203976766,-1.0,-1.6206165339961274,-0.38907560642650896,0.0,57.73044791774801,-58.368219729944045,51.29885409962644,-51.84185066561354,54.20875063033574,-48.832795069933596
1.5079644737231006,58.114989667717865,14.921393229891285,-1.5079644737231006,158.11498966771785,114.92139322989128,98.4920355262769,-2.486898871648547,9.68583161128631,-1.0,-1.6143052685477184,-0.4144831452747579,0.0,57.5815708009977,-58.25941891060365,51.31507520236499,-51.8947123632479,54.41401905408542,-48.683210358720295
1.6022122533307943,57.87344510746789,15.832382997922368,-1.6022122533307943,157.8734451074679,115.83238299792237,98.39778774666921,-2.638730499653728,9.645574184577981,-1.0,-1.6075956974296632,-0.4397884166089546,0.0,57.433165043787675,-58.15081305035486,51.333415196476096,-51.949778395061955,54.62070708049866,-48.53573407118047
1.6964600329384882,57.617621140616585,16.739466362353753,-1.6964600329384882,157.6176211406166,116.73946636235375,98.30353996706151,-2.789911060392292,9.60293685676943,-1.0,-1.6004894761282382,-0.46498517673204864,0.0,57.2852605524682,-58.04243736498349,51.35385903176372,-52.0070390882595,54.828786729557564,-48.39038218752562
1.790707812546182,57.34758088789981,17.642419513938236,-1.790707812546182,157.34758088789982,117.64241951393824,98.20929218745381,-2.9404032523230397,9.557930147983301,-1.0,-1.5929883579972168,-0.4900672087205065,0.0,57.13788726950799,-57.93432714244776,51.37639095793999,-52.06648407632692,55.038229587902435,-48.24717042041893
1.8849555921538759,57.06339097770921,18.541019662496844,-1.8849555921538759,157.06339097770922,118.54101966249684,98.11504440784613,-3.090169943749474,9.510565162951535,-1.0,-1.5850941938252558,-0.5150283239582456,0.0,56.99107516772216,-57.826517734054526,51.40099453334162,-52.128102308007165,55.24900680611204,-48.106114222160826
1.9792033717615696,56.76512152965272,19.435045091888963,-1.9792033717615696,156.76512152965273,119.43504509188897,98.02079662823843,-3.239174181981494,9.460853588275453,-1.0,-1.576808931379242,-0.5398623636635823,0.0,56.844854244256766,-57.71904454552259,51.42765263405736,-52.19188205666418,55.461089096073316,-47.967228791987715
