t_s,Px_mm,Py_mm,Pz_mm,b1_mm,b2_mm,b3_mm,b1_mm_s,b2_mm_s,b3_mm_s,b1_mm_s2,b2_mm_s2,b3_mm_s2,thetaC1_deg,thetaD1_deg,thetaC2_deg,thetaD2_deg,thetaC3_deg,thetaD3_deg
2.04,-39.6,0.0,0.0,60.39999999999999,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,65.32314764663434,-65.32314764663434,65.32314764663434,-65.32314764663434
2.07,-39.3,0.0,0.0,60.7,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,65.28373261994382,-65.28373261994382,65.28373261994382,-65.28373261994382
2.1,-39.0,0.0,0.0,61.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,65.244305108709,-65.244305108709,65.244305108709,-65.244305108709
2.13,-38.7,0.0,0.0,61.3,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,65.204865082371,-65.204865082371,65.204865082371,-65.204865082371
2.16,-38.4,0.0,0.0,61.60000000000001,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,65.16541251029857,-65.16541251029857,65.16541251029857,-65.16541251029857
2.19,-38.1,0.0,0.0,61.89999999999999,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,65.12594736178796,-65.12594736178796,65.12594736178796,-65.12594736178796
2.2199999999999998,-37.800000000000004,0.0,0.0,62.2,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,65.0864696060626,-65.0864696060626,65.0864696060626,-65.0864696060626
2.25,-37.5,0.0,0.0,62.5,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,65.04697921227266,-65.04697921227266,65.04697921227266,-65.04697921227266
2.28,-37.2,0.0,0.0,62.8,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,65.00747614949502,-65.00747614949502,65.00747614949502,-65.00747614949502
2.31,-36.9,0.0,0.0,63.10000000000001,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.96796038673273,-64.96796038673273,64.96796038673273,-64.96796038673273
2.34,-36.6,0.0,0.0,63.39999999999999,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.92843189291484,-64.92843189291484,64.92843189291484,-64.92843189291484
2.37,-36.3,0.0,0.0,63.7,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.88889063689606,-64.88889063689606,64.88889063689606,-64.88889063689606
2.4,-36.0,0.0,0.0,64.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.84933658745645,-64.84933658745645,64.84933658745645,-64.84933658745645
2.4299999999999997,-35.7,0.0,0.0,64.3,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.80976971330116,-64.80976971330116,64.80976971330116,-64.80976971330116
2.46,-35.4,0.0,0.0,64.6,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.77018998306006,-64.77018998306006,64.77018998306006,-64.77018998306006
2.4899999999999998,-35.1,0.0,0.0,64.9,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.73059736528754,-64.73059736528754,64.73059736528754,-64.73059736528754
2.52,-34.8,0.0,0.0,65.2,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.69099182846203,-64.69099182846203,64.69099182846203,-64.69099182846203
2.55,-34.5,0.0,0.0,65.5,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.65137334098587,-64.65137334098587,64.65137334098587,-64.65137334098587
2.58,-34.2,0.0,0.0,65.8,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.61174187118493,-64.61174187118493,64.61174187118493,-64.61174187118493
2.61,-33.900000000000006,0.0,0.0,66.1,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.57209738730826,-64.57209738730826,64.57209738730826,-64.57209738730826
2.6399999999999997,-33.6,0.0,0.0,66.4,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.5324398575278,-64.5324398575278,64.5324398575278,-64.5324398575278
2.67,-33.3,0.0,0.0,66.7,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.4927692499381,-64.4927692499381,64.4927692499381,-64.4927692499381
2.6999999999999997,-33.0,0.0,0.0,67.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.45308553255599,-64.45308553255599,64.45308553255599,-64.45308553255599
2.73,-32.7,0.0,0.0,67.3,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.41338867332021,-64.41338867332021,64.41338867332021,-64.41338867332021
2.76,-32.400000000000006,0.0,0.0,67.6,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.37367864009116,-64.37367864009116,64.37367864009116,-64.37367864009116
2.79,-32.1,0.0,0.0,67.9,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.33395540065052,-64.33395540065052,64.33395540065052,-64.33395540065052
2.82,-31.8,0.0,0.0,68.2,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.294218922701,-64.294218922701,64.294218922701,-64.294218922701
2.85,-31.5,0.0,0.0,68.5,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.25446917386596,-64.25446917386596,64.25446917386596,-64.25446917386596
2.88,-31.200000000000003,0.0,0.0,68.8,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.21470612168906,-64.21470612168906,64.21470612168906,-64.21470612168906
2.9099999999999997,-30.900000000000002,0.0,0.0,69.1,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.17492973363402,-64.17492973363402,64.17492973363402,-64.17492973363402
2.94,-30.6,0.0,0.0,69.4,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.13513997708421,-64.13513997708421,64.13513997708421,-64.13513997708421
2.9699999999999998,-30.300000000000004,0.0,0.0,69.69999999999999,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.09533681934234,-64.09533681934234,64.09533681934234,-64.09533681934234
3.0,-30.0,0.0,0.0,70.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.05552022763018,-64.05552022763018,64.05552022763018,-64.05552022763018
3.03,-29.700000000000003,0.0,0.0,70.3,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,64.01569016908815,-64.01569016908815,64.01569016908815,-64.01569016908815
3.06,-29.4,0.0,0.0,70.6,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.97584661077501,-63.97584661077501,63.97584661077501,-63.97584661077501
3.09,-29.1,0.0,0.0,70.9,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.93598951966758,-63.93598951966758,63.93598951966758,-63.93598951966758
3.12,-28.799999999999997,0.0,0.0,71.2,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.896118862660295,-63.896118862660295,63.896118862660295,-63.896118862660295
3.15,-28.5,0.0,0.0,71.5,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.856234606564946,-63.856234606564946,63.856234606564946,-63.856234606564946
3.1799999999999997,-28.200000000000003,0.0,0.0,71.8,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.81633671811034,-63.81633671811034,63.81633671811034,-63.81633671811034
3.21,-27.9,0.0,0.0,72.1,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.77642516394188,-63.77642516394188,63.77642516394188,-63.77642516394188
3.2399999999999998,-27.6,0.0,0.0,72.4,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.73649991062132,-63.73649991062132,63.73649991062132,-63.73649991062132
3.27,-27.299999999999997,0.0,0.0,72.7,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.69656092462631,-63.69656092462631,63.69656092462631,-63.69656092462631
3.3,-27.0,0.0,0.0,73.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.656608172350154,-63.656608172350154,63.656608172350154,-63.656608172350154
3.33,-26.700000000000003,0.0,0.0,73.3,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.61664162010138,-63.61664162010138,63.61664162010138,-63.61664162010138
3.36,-26.4,0.0,0.0,73.6,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.57666123410343,-63.57666123410343,63.57666123410343,-63.57666123410343
3.3899999999999997,-26.1,0.0,0.0,73.9,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.53666698049431,-63.53666698049431,63.53666698049431,-63.53666698049431
3.42,-25.799999999999997,0.0,0.0,74.2,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.496658825326165,-63.496658825326165,63.496658825326165,-63.496658825326165
3.4499999999999997,-25.5,0.0,0.0,74.5,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.45663673456501,-63.45663673456501,63.45663673456501,-63.45663673456501
3.48,-25.200000000000003,0.0,0.0,74.8,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.416600674090326,-63.416600674090326,63.416600674090326,-63.416600674090326
3.51,-24.900000000000006,0.0,0.0,75.1,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.376550609694725,-63.376550609694725,63.376550609694725,-63.376550609694725
3.54,-24.6,0.0,0.0,75.4,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.33648650708351,-63.33648650708351,63.33648650708351,-63.33648650708351
3.57,-24.300000000000004,0.0,0.0,75.69999999999999,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.29640833187442,-63.29640833187442,63.29640833187442,-63.29640833187442
3.5999999999999996,-24.0,0.0,0.0,76.0,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.25631604959721,-63.25631604959721,63.25631604959721,-63.25631604959721
3.63,-23.700000000000003,0.0,0.0,76.3,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.21620962569324,-63.21620962569324,63.21620962569324,-63.21620962569324
3.6599999999999997,-23.400000000000006,0.0,0.0,76.6,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.176089025515196,-63.176089025515196,63.176089025515196,-63.176089025515196
3.69,-23.1,0.0,0.0,76.9,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.13595421432664,-63.13595421432664,63.13595421432664,-63.13595421432664
3.7199999999999998,-22.800000000000004,0.0,0.0,77.19999999999999,100.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,59.99999999999999,-59.99999999999999,63.09580515730164,-63.09580515730164,63.09580515730164,-63.09580515730164
